"offset","length","en","id"
"265464","162","Guess that's one of the perks of having all the guys with guns working for you. I'm telling you, if it wasn't for my girls, I think I'd take my chances on my own.","Sepertinya itulah salah satu keuntungan memiliki semua orang bersenjata yang bekerja untuk Anda. Sudah kubilang padamu, kalau bukan karena gadis-gadisku, kupikir aku akan mengambil risiko sendiri."
"265627","30","Listen, we have to keep going.","Dengar, kita harus terus berjalan."
"265658","97","Fair enough. I got a couple cases of ammo and some canned goods here--how's your moonshine stock?","Cukup adil. Saya punya beberapa kotak amunisi dan beberapa makanan kaleng di sini--bagaimana dengan stok minuman keras Anda?"
"265756","39","That's some SWAT team shit right there!","Itu omong kosong tim SWAT di sana!"
"265804","20","I'm coming home now.","Aku pulang sekarang."
"265831","39","Thank you. Oh I'm lucky you came along.","Terima kasih. Oh, aku beruntung kamu ikut."
"265871","70","Let's just say that, officially, he'd already turned when I found him.","Anggap saja, secara resmi, dia sudah berbalik ketika saya menemukannya."
"265942","35","Copy that. We're locked and loaded.","Salin itu. Kami terkunci dan dimuat."
"265978","91","The more people we have, the more beds we need. This'll give us a few more places to sleep.","Semakin banyak orang yang kita miliki, semakin banyak pula tempat tidur yang kita perlukan. Ini akan memberi kita beberapa tempat lagi untuk tidur."
"266070","40","She's just a ray of sunshine, ain't she?","Dia hanyalah sinar matahari, bukan?"
"266111","17","Freak of Survival","Orang Aneh yang Bertahan Hidup"
"266129","66","Hey, you can throw in some harsh language if you think it'll help.","Hei, kamu bisa melontarkan kata-kata kasar jika menurutmu itu akan membantu."
"266196","25","The new kid on the block.","Anak baru di blok itu."
"266222","50","I think I noticed you enjoying that once or twice.","Saya rasa saya memperhatikan Anda menikmatinya sekali atau dua kali."
"266273","21","Swine and Bovine Mask","Masker Babi dan Sapi"
"266295","16","Found some guns.","Menemukan beberapa senjata."
"266312","75","Not without supervision. I'll let you know when I'm ready to come with you.","Bukan tanpa pengawasan. Saya akan memberi tahu Anda jika saya siap ikut dengan Anda."
"266388","55","Could have been food poisoning, but we noticed in time.","Mungkin keracunan makanan, tapi kami menyadarinya tepat waktu."
"266444","34","Happy that you've stockpiled meds.","Senang Anda telah menimbun obat-obatan."
"266479","93","Well, you can cancel that missing persons report. I just heard %1$s just made it home. - %2$s","Nah, Anda bisa membatalkan laporan orang hilang itu. Saya baru saja mendengar %2$s baru saja sampai di rumah. - %2$s"
"266573","28","Owner of the local mortuary.","Pemilik kamar mayat setempat."
"266602","17","We need a KITCHEN","Kami membutuhkan DAPUR"
"266625","185","Not to toot my own horn, but this library thing's turned out to be a good idea. Another group of survivors has asked to check out our books. There's 2 cases of ammo in it for us. - %1$s","Bukan bermaksud untuk memujiku sendiri, tapi urusan perpustakaan ini ternyata merupakan ide yang bagus. Kelompok penyintas lainnya meminta untuk memeriksa buku kami. Ada 2 kotak amunisi di dalamnya untuk kita. - %1$s"
"266811","17","47 VIP Dan Bogatz","47 VIP Dan Bogatz"
"266829","67","Aggressive personalities can contribute to strife in the community.","Kepribadian agresif dapat berkontribusi pada perselisihan di masyarakat."
"266897","13","You see that?","Anda lihat itu?"
"266911","24","Holy shit, are you okay?","Sialan, kamu baik-baik saja?"
"266943","17","I think so, yeah.","Menurutku begitu, ya."
"266961","62","I'm still not used to killing those things. I hope I never am.","Saya masih belum terbiasa membunuh hal-hal itu. Saya harap saya tidak pernah melakukannya."
"267024","106","Defender to Black Friday. I've got medivac en route for any refugees. But your unit will have to stay put.","Pembela ke Black Friday. Aku punya medivac dalam perjalanan untuk setiap pengungsi. Tapi unit Anda harus tetap tinggal."
"267131","22","Doghouse - Drone Recon","Rumah Anjing - Pengintaian Drone"
"267154","17","FREAK HUNT: Feral","PERBURUAN ANEH: Liar"
"267172","25","6 GENERIC Caroline Smythe","6 UMUM Caroline Smythe"
"267198","41","Nice work. Things are looking up already.","Kerja bagus. Segalanya sudah membaik."
"267240","95","I run a store outside of town, and I've got a whole shipment of food and supplies here with me.","Saya menjalankan toko di luar kota, dan saya membawa seluruh kiriman makanan dan perbekalan ke sini."
"267336","25","Ready to go? 'Cause I am.","Siap berangkat? Karena memang begitu."
"267362","10","Mercy Shot","Tembakan Rahmat"
"267373","38","I'll wait till I need an energy boost.","Saya akan menunggu sampai saya membutuhkan tambahan energi."
"267412","94","Crap. All my notes were on my network. But with the power out ... now they're just in my head.","Omong kosong. Semua catatan saya ada di jaringan saya. Tapi dengan listrik padam... sekarang semua itu hanya ada di kepalaku."
"267507","101","You ain't lived 'til you've gone up against one o' those big bastards. Lucky for you, I just saw one.","Kamu belum akan hidup sampai kamu melawan salah satu bajingan besar itu. Beruntungnya Anda, saya baru melihatnya."
"267609","195","Adam was so GOOD at everything. It's like he was made for this life. And now he's dead, like all the others. I can't do this anymore. Not with Lily sick all the time. There has to be another way.","Adam sangat BAIK dalam segala hal. Sepertinya dia diciptakan untuk kehidupan ini. Dan sekarang dia sudah mati, seperti yang lainnya. Saya tidak bisa melakukan ini lagi. Tidak dengan Lily yang selalu sakit. Pasti ada cara lain."
"267805","52","Guess the good Lord sent him, just like he sent you.","Sepertinya Tuhan yang baik mengutusnya, sama seperti dia mengutus Anda."
"267858","18","You see that shot?","Anda melihat tembakan itu?"
"267877","12","Heavy Gloves","Sarung Tangan Berat"
"267890","92","One of the Miller boys was spotted, load up for bear. They can do some serious damage. -%2$s","Salah satu anak laki-laki Miller terlihat sedang bersiap menghadapi beruang. Mereka dapat menyebabkan kerusakan yang serius. -%2$s"
"267983","24","COMPLETED: Sgt. Erik Tan","SELESAI: Sersan. Erik Tan"
"268008","146","Extraordinary circumstances sometimes require that we take extraordinary measures to see justice done. You never used to have a problem with that.","Keadaan luar biasa terkadang mengharuskan kita mengambil tindakan luar biasa untuk menegakkan keadilan. Anda tidak pernah mempunyai masalah dengan hal itu."
"268155","24","Trade Opportunity (Ammo)","Peluang Perdagangan (Amunisi)"
"268180","23","48 GENERIC Duane Harlow","48 GENERIK Duane Harlow"
"268204","54","Black Friday, we're reading that the beacon is silent.","Black Friday, kita membaca bahwa suar tidak bersuara."
"268259","38","Free up this space for something else.","Kosongkan ruang ini untuk hal lain."
"268298","30","Yeah, we're gettin' close now.","Ya, kita sudah dekat sekarang."
"268329","27","Dropping off some supplies.","Menjatuhkan beberapa perbekalan."
"268357","19","Mouse Invert Y-Axis","Mouse Balikkan Sumbu Y"
"268377","115","Helped %3$s clear out an infestation. In return, they hooked us up with a little something from their stocks. -%1$s","Membantu %1$s membasmi infestasi. Sebagai imbalannya, mereka memberi kami sedikit dari persediaan mereka. -%1$s"
"268493","44","Ok, ok. I'm sorry. I shouldn't have assumed.","Oke oke. Saya minta maaf. Aku seharusnya tidak berasumsi."
"268538","48","How long are we gonna stay in this dump, anyway?","Berapa lama lagi kita akan tinggal di tempat pembuangan sampah ini?"
"268587","9","Find Help","Temukan Bantuan"
"268597","31","I'll go when I'm fuckin' ready.","Aku akan pergi saat aku sudah siap."
"268629","18","Unlock All Heroes.","Buka Kunci Semua Pahlawan."
"268648","134","So, look. I really appreciate you dragging me all the way out here in the middle of nowhere for this little heart-to-heart, but um....","Jadi, lihat. Saya sangat menghargai Anda menyeret saya jauh-jauh ke sini di antah berantah untuk hal kecil ini dari hati ke hati, tapi um...."
"268783","28","Okay, I'm all set. Let's go.","Oke, saya sudah siap. Ayo pergi."
"268812","42","We're having a real problem with security.","Kami mengalami masalah nyata dengan keamanan."
"268861","20","%1$s killed by zeds.","%1$s dibunuh oleh zeds."
"268882","19","No more Army drops.","Tidak ada lagi pasukan yang dijatuhkan."
"268902","8","Steigauf","Steigauf"
"268911","47","What are we supposed to learn from this sample?","Apa yang bisa kita pelajari dari sampel ini?"
"268959","38","Let me see your map a second... there.","Biarkan saya melihat peta Anda sebentar... di sana."
"268998","50","Blue ballpoint pen in a small, well-worn notebook.","Pulpen biru di buku catatan kecil yang sudah usang."
"269049","12","Empty Socket","Soket Kosong"
"269062","47","Okay, in retrospect, that's a pretty dumb idea.","Oke, kalau dipikir-pikir lagi, itu ide yang sangat bodoh."
"269110","24","Belongs to someone else.","Milik orang lain."
"269135","30","That's what I'm talking about!","Itulah yang saya bicarakan!"
"269166","31","Now I don't know if you noticed","Sekarang saya tidak tahu apakah Anda memperhatikannya"
"269201","30","Shit, that's a lot of zombies.","Sial, itu banyak sekali zombienya."
"269232","12","A Pack a Day","Satu Paket Sehari"
"269245","24","I'll help you barricade.","Aku akan membantumu membuat barikade."
"269270","10","Merschdorf","Merschdorf"
"269281","61","Goodbye Sam. We'll miss you, and your foul... friggin' mouth.","Selamat tinggal Sam. Kami akan merindukanmu, dan mulutmu yang busuk... sialan."
"269343","52","So that last treatment didn't work. We'll try again.","Sehingga pengobatan terakhir tidak berhasil. Kami akan mencoba lagi."
"269396","77","So you fuck up its home, it stops dead. Leaves the body to fall down and rot.","Jadi Anda mengacaukan rumahnya, ia berhenti mati. Meninggalkan tubuh terjatuh dan membusuk."
"269474","31","SURVIVAL TACTICS: Relocate Home","TAKTIK SURVIVAL: Relokasi Rumah"
"269506","41","You seem pretty excited about this place.","Sepertinya kamu sangat bersemangat dengan tempat ini."
"269548","25","Kill Zone Size Increased!","Ukuran Zona Bunuh Meningkat!"
"269574","69","Hey, I thought you might like a little time away from the ranch, huh?","Hei, kupikir kamu mungkin ingin sedikit waktu jauh dari peternakan, ya?"
"269644","17","No one available.","Tidak ada yang tersedia."
"269662","15","An empty socket","Soket kosong"
"269678","107","Since his wife left him, we, uh, spent a lot of time together. At the lab, I mean. Well, mostly at the lab.","Sejak istrinya meninggalkannya, kami, uh, menghabiskan banyak waktu bersama. Maksudku, di laboratorium. Ya, kebanyakan di lab."
"269786","38","We've got a missing persons situation.","Kami punya situasi orang hilang."
"269825","10","Watch out.","Hati-Hati."
"269836","23","No... no, please no....","Tidak... tidak, tolong jangan...."
"269860","21","Go Somewhere Isolated","Pergi ke Suatu Tempat yang Terisolasi"
"269882","52","We can't use a bunch of these meds, they're expired!","Kita tidak bisa menggunakan banyak obat-obatan ini, obat-obatan tersebut sudah kadaluwarsa!"
"269935","19","Protect the Workers","Lindungi Pekerja"
"269955","23","Here, let's ask Mickey.","Di sini, mari kita bertanya pada Mickey."
"269979","30","Yeah yeah, keep your pants on!","Ya ya, pakai celanamu!"
"270015","54","Delay your decision. They probably won't wait forever.","Tunda keputusan Anda. Mereka mungkin tidak akan menunggu selamanya."
"270076","16","That's one down.","Itu salah satunya."
"270093","174","The Survivor page shows information on your character, such as Name, Equipment, Traits, Skills, and Status. Use the mouse to highlight specific items to see more information.","Halaman Survivor menampilkan informasi tentang karakter Anda, seperti Nama, Peralatan, Sifat, Keterampilan, dan Status. Gunakan mouse untuk menyorot item tertentu untuk melihat informasi lebih lanjut."
"270269","169","You can also use the mouse to manage items in your inventory. This is where you will Equip and Unequip weapons, Reload guns, Use consumables, and Destroy unwanted items.","Anda juga dapat menggunakan mouse untuk mengelola item di inventaris Anda. Di sinilah Anda akan Melengkapi dan Melepaskan senjata, Memuat ulang senjata, Menggunakan bahan habis pakai, dan Menghancurkan item yang tidak diinginkan."
"270439","51","These psychos picked the wrong people to mess with.","Para psikopat ini memilih orang yang salah untuk diajak main-main."
"270491","68","Just super nice. Wouldn't hurt a fly ... unless it was a zombie fly.","Sangat bagus. Tidak akan menyakiti seekor lalat... kecuali jika itu adalah lalat zombie."
"270560","84","I've got eyes on the shelter now. No signs of life. I'm going to have a look around.","Aku sedang mengawasi tempat penampungan sekarang. Tidak ada tanda-tanda kehidupan. Aku akan melihat-lihat."
"270653","48","Well, don't worry. We'll get you some more soon.","Yah, jangan khawatir. Kami akan segera memberi Anda lebih banyak lagi."
"270702","8","Hatfield","bidang topi"
"270711","26","Oh yeah, noise equals bad.","Oh ya, kebisingan sama buruknya."
"270738","19","A little help here?","Sedikit bantuan di sini?"
"270766","22","Handcrafted Suppressor","Penekan Buatan Tangan"
"270789","48","This is what happens when you get trigger happy!","Inilah yang terjadi jika Anda mendapat trigger happy!"
"270838","107","Look, I know that there's some food here somewhere, I just... I gotta find it. Please. It's for my brother.","Dengar, aku tahu ada makanan di sini, di suatu tempat, aku hanya... Aku harus menemukannya. Silakan. Ini untuk saudaraku."
