"offset","length","text"
"232970","43","How about drawing some zombies out of here?"
"233014","8","Modeling"
"233023","41","That's all I have to say on that subject."
"233065","64","An OUTPOST would provide a safe destination for missing friends."
"233130","34","We're now dangerously low on ammo."
"233165","8","Michelle"
"233174","29","You're not going to tell her?"
"233204","22","Population Requirement"
"233227","24","112 HERO Marcus Campbell"
"233252","97","Yeah, well... I don't know where he got it, and I don't really care. Ray's a good guy in my book."
"233350","8","Wenderly"
"233359","63","Now look at me. Bleeding out, maybe an hour from eating people."
"233423","37","Where the hell am I gonna carry this?"
"233461","123","Mickey! Our friend here is curious if we've been stealing from our fellow survivors. Seems there are rumors to that effect."
"233585","32","Holy shit, check out that freak!"
"233618","81","We should check out the signal that Highroad reported. Could be important. - %1$s"
"233700","29","Whoah. I felt that from here."
"233730","25","It's bed rest or nothing."
"233756","42","Welcome to the Trumbull County Fairgrounds"
"233799","51","Can I suggest we relocate before more zeds show up?"
"233851","22","LOG: Hurry up and wait"
"233874","11","Gives %d %s"
"233886","20","Fix Up Pastor's Room"
"233907","16","Outpost Depleted"
"233924","77","But until I get a good sample, we gotta keep doing this shit again and again."
"234002","9","%+d Trust"
"234012","31","So, that cop called you ""Alex?"""
"234044","72","DAN HOVENDEN. Brings in a SWAT team to help you for a couple of minutes."
"234117","99","We've got a Corporal running the show now. Check out the Ops Center to see what they're capable of."
"234223","38","Perfect. What the hell was I thinking?"
"234268","27","Well, now that's just fine."
"234296","50","You see me? You see Colton or Strand? Do the math."
"234347","114","Pictures of the smug son of a bitch with celebrities all over the walls. Typical Jerry, ""look how important I am."""
"234462","9","Heads up!"
"234472","21","NOTE: Let's Cooperate"
"234499","19","108 STORY Mercenary"
"234519","18","Shotgun: Revo 6-12"
"234559","128","We only have so many trained officers left, and I'm not comfortable with the prospect of arming civilians for this kind of work."
"234694","26","Have you got the location?"
"234721","63","She just started crying. Took me years before I understood why."
"234785","17","Tell me about it."
"234803","94","That means killing 'em in a certain way, and I get my sample while the body's still twitching."
"234898","61","Skillful feats like a headshot streak provide a big XP boost."
"234960","16","Time to do this."
"234977","53","This is Vienna Cho. I hope that's you I hear outside."
"235031","129","When you endanger yourself and your team to pick up non-essential personnel, you risk the entire mission. Do I make myself clear?"
"235161","81","Watchtower, this is Charlie 6. We're en route to the carnival, requesting access."
"235243","25","Same shit, different day."
"235269","54","Man, she's been a real downer lately. What's her deal?"
"235324","21","47 GENERIC Rob Hardin"
"235346","20","Take it easy, buddy."
"235367","25","Incendiary Shotgun Shells"
"235393","40","Keep your eyes open, zeds are out there."
"235434","60","Can't hardly sneeze in this place without sprayin' somebody."
"235495","70","Yeah, me neither. Haven't seen any of their patrols in a while either."
"235566","86","Hey, I've got some supplies lying around that might be useful. I assume you want them?"
"235653","35","Pretty good with that rifle of his."
"235689","36","You know what'll happen if we don't."
"235726","36","We need aerial recon at my position."
"235763","58","This place is pretty much Fort Knox. Bring on the zombies."
"235822","36","Need to push back the zombies first."
"235859","30","So, you got what we asked for?"
"235890","10","Total Lush"
"235901","24","Pay the stranger's debt?"
"235931","100","I'm headed to the capital, where the army has gathered Danforth's best and brightest to find a cure."
"236032","25","Gotta say, I'm impressed."
"236058","42","Let me guess. You're here to take me home?"
"236101","56","Yeah, so things have been pretty tense around here, huh?"
"236158","36","So I guess I'll just wait here then?"
"236195","21","Zombie Horde Inbound!"
"236217","20","Defend the Farmhouse"
"236238","86","Oh sorry, I didn't realize this was day care. Gotta learn to say please and thank you."
"236325","13","Soldier down!"
"236339","27","Hold tight. I'm on the way."
"236367","33","Let me know if you find anything."
"236409","128","Might be nice to actually keep our cars running instead of dumping them on the side of the road when the engine starts to knock."
"236538","47","That's me. Let us get some zeds out of the way."
"236586","16","SCAVENGING: Ammo"
"236603","32","Yeah. Guess I owe Jacob one too."
"236636","85","We have a lot of dead soldiers here, sir. We're now securing all weapons we can find."
"236722","21","Don't trust the Army!"
"236744","124","This is insane. If you want to blow up this city, you're going to have to blow me up with it. I'm out. Goodbye and fuck off."
"236869","50","Keep your eyes open. I don't want to get ambushed."
"236920","35","Honor the memory by staying strong."
"236956","13","I'm in place."
"236976","33","How many people do you have here?"
"237016","18","Assault Rifle: FAL"
"237035","30","Remind me not to piss you off."
"237066","36","Vienna Cho acknowledged our efforts."
"237103","25","Trouble at the Courthouse"
"237129","97","It seems to be going around. We really need some medical facilities to help us fight off illness."
"237227","10","Wooden Bat"
"237238","95","I dunno, just some people have been having trouble sleeping. You know, with the stress and all."
"237338","172","Sometimes, my nightmares are about Dr. Remoray and his sister. How dumb is that? I mean, I know they were just characters. I'm not one of THOSE people. (Soap opera trivia.)"
"237511","30","Everything worked out alright."
"237550","35","We need to sort out our shit, ASAP!"
"237586","22","Looks like we're done."
"237609","38","Good supply of FOOD in their location."
"237648","37","That's all I can carry. We should go."
"237686","18","Food and medicine."
"237705","43","Created some incendiary shotgun ammunition."
"237749","33","Cheap replica of a brutal weapon."
"237783","26","And not a minute too soon."
"237810","11","Strong Back"
"237822","100","I'm too tired to try to hide it. I vomited blood today. I don't know if I'm going to make it. - %1$s"
"237923","76","First up is his ex-wife, Julene Horn. She's a surgeon at University Medical."
"238000","29","Took a while, but we're done."
"238030","183","We opened up our Shooting Platform to train some outsiders. Things went well. They seem more like they can handle themselves. And we improved our stockpiles. It was a win-win. - %1$s."
"238214","109","Oh no! Something went wrong. Please try again, or go to forums.undeadlabs.com if you need further assistance."
"238331","109","Yep. Kicked in the door, smashed up the place, pissed on her bed. Felt good, even if she is already a zombie."
"238441","28","Ain't nothing too dangerous."
"238470","10","Taskmaster"
"238481","114","Trained and worked for years as a Special Forces operator, and came away with advanced combat and survival skills."
"238596","25","Check out the Courthouse."
"238622","13","Site cleared."
"238636","98","Skydiving, base-jumping, mountain climbing... you name it, I tried it. Even swam with sharks once."
"238742","25","Rendezvous with Sgt. Tan."
"238768","78","Long-time Marshall garbage man who hoards useful stuff that people throw away."
"238854","28","CIVILIAN PROFILE: Vienna Cho"
"238883","30","I think my blood sugar's fine."
"238914","62","If we don't find any food, people gonna get tense pretty fast."
"238977","101","This doctor is supposed to be the expert on zeds, and he killed himself over some monster movie shit?"
"239079","37","What exactly was he doing down there?"
"239122","22","This isn't my problem."
"239145","47","What are you doing here? You've got to get out!"
"239193","85","No dice on the search for %3$s. Sounds like things got pretty hairy out there. - %2$s"
"239279","9","Christina"
"239289","22","This shit still hurts!"
"239312","62","That wasn't the only Bloater in town, Eldridge. Let's move on."
"239375","7","At home"
"239383","33","I dunno. Yeah, maybe. I guess so."
"239417","22",".50-caliber Ammunition"
"239440","18","I need a breather!"
"239459","109","Shit, man! At this rate it's only gonna be a matter of days before the zombies swarm in here and kill us all!"
"239569","33","Shall we get the fuck outta here?"
"239603","71","Okay, that wasn't our best outing, but hopefully you learned something."
"239675","39","I'm looking for Carl. Anybody seen him?"
"239715","208","Dan Bogatz was already in bad shape when we got there ... and the zombies made it a lot worse. The effort to reconstruct Dr. Horn's research will have to go on without him. I'll report it to the brass. Later."
